measure,location,sex,year,val,upper,lower
incidence_per_1000_uninfected,BEN,SEX_MLE,1991,0.59,0.78,0.44
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2006,,,
incidence_per_1000_uninfected,SWZ,SEX_MLE,2001,20.3,22.9,18.5
incidence_per_1000_uninfected,MRT,SEX_BTSX,2000,0.58,0.67,0.49
incidence_per_1000_uninfected,BFA,SEX_FMLE,2010,0.3,0.39,0.23
incidence_per_1000_uninfected,CIV,SEX_FMLE,2023,0.39,0.67,0.21
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2022,1.1,1.4,0.88
incidence_per_1000_uninfected,BEN,SEX_FMLE,1998,1.4,1.6,1.1
incidence_per_1000_uninfected,STP,SEX_MLE,1995,,,
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2018,4.8,5.7,4.2
incidence_per_1000_uninfected,SYC,SEX_MLE,2001,,,
incidence_per_1000_uninfected,NAM,SEX_BTSX,2004,9.2,10.3,8.4
incidence_per_1000_uninfected,GNB,SEX_FMLE,2012,1.7,2.1,1.3
incidence_per_1000_uninfected,SLE,SEX_BTSX,1999,1.4,1.7,1.2
incidence_per_1000_uninfected,MWI,SEX_BTSX,2010,4.1,4.8,3.8
incidence_per_1000_uninfected,BDI,SEX_FMLE,2016,0.24,0.36,0.15
incidence_per_1000_uninfected,NER,SEX_MLE,2006,0.24,0.29,0.2
incidence_per_1000_uninfected,TZA,SEX_BTSX,1990,5.9,6.6,5.2
incidence_per_1000_uninfected,GAB,SEX_BTSX,2017,1.2,1.8,0.8
incidence_per_1000_uninfected,NAM,SEX_FMLE,2003,11.2,12.4,10.3
incidence_per_1000_uninfected,BFA,SEX_FMLE,2017,0.18,0.24,0.13
incidence_per_1000_uninfected,NGA,SEX_MLE,1991,1.4,1.7,1.1
incidence_per_1000_uninfected,GNB,SEX_MLE,1992,0.73,1.1,0.47
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2018,,,
incidence_per_1000_uninfected,BFA,SEX_MLE,2006,0.44,0.56,0.33
incidence_per_1000_uninfected,COG,SEX_FMLE,1994,4.1,5.1,3.5
incidence_per_1000_uninfected,SEN,SEX_MLE,1992,0.35,0.39,0.31
incidence_per_1000_uninfected,CAF,SEX_BTSX,1998,5.2,6.3,4.2
incidence_per_1000_uninfected,CAF,SEX_FMLE,1995,7.6,10.0,5.9
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2023,1.7,2.2,1.3
incidence_per_1000_uninfected,GNB,SEX_MLE,2013,1.1,1.4,0.82
incidence_per_1000_uninfected,GNB,SEX_FMLE,1999,5.2,6.3,4.5
incidence_per_1000_uninfected,SWZ,SEX_FMLE,1997,27.9,30.6,25.3
incidence_per_1000_uninfected,ZAF,SEX_FMLE,2005,12.9,14.2,11.5
incidence_per_1000_uninfected,ERI,SEX_FMLE,2008,0.24,0.43,0.1
incidence_per_1000_uninfected,RWA,SEX_MLE,2013,0.67,0.94,0.53
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2012,8.3,9.4,7.4
incidence_per_1000_uninfected,GHA,SEX_BTSX,1992,2.3,2.9,1.9
incidence_per_1000_uninfected,TCD,SEX_BTSX,2004,1.1,1.4,0.85
incidence_per_1000_uninfected,MDG,SEX_MLE,2018,0.26,0.37,0.19
incidence_per_1000_uninfected,MDG,SEX_FMLE,1997,0.1,0.1,0.1
incidence_per_1000_uninfected,SSD,SEX_MLE,2006,1.3,1.7,0.97
incidence_per_1000_uninfected,TZA,SEX_MLE,2010,1.8,2.1,1.6
incidence_per_1000_uninfected,MRT,SEX_MLE,2019,0.1,0.1,0.1
incidence_per_1000_uninfected,NER,SEX_BTSX,2015,0.1,0.1,0.1
incidence_per_1000_uninfected,SEN,SEX_BTSX,2005,0.31,0.34,0.29
incidence_per_1000_uninfected,CMR,SEX_BTSX,2015,1.0,1.4,0.85
incidence_per_1000_uninfected,TGO,SEX_FMLE,2013,0.73,1.0,0.48
incidence_per_1000_uninfected,KEN,SEX_MLE,2013,0.96,1.5,0.62
incidence_per_1000_uninfected,CPV,SEX_BTSX,1997,0.48,0.61,0.39
incidence_per_1000_uninfected,MWI,SEX_BTSX,2005,6.2,7.1,5.8
incidence_per_1000_uninfected,CPV,SEX_FMLE,1996,0.44,0.57,0.36
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2007,5.5,6.3,5.0
incidence_per_1000_uninfected,BEN,SEX_BTSX,2013,0.34,0.44,0.27
incidence_per_1000_uninfected,GNQ,SEX_BTSX,1993,,,
incidence_per_1000_uninfected,CAF,SEX_MLE,2010,1.9,2.3,1.4
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2014,16.3,18.4,14.2
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2008,18.4,20.2,16.7
incidence_per_1000_uninfected,MUS,SEX_FMLE,2015,,,
incidence_per_1000_uninfected,GAB,SEX_BTSX,2023,0.82,1.5,0.43
incidence_per_1000_uninfected,DZA,SEX_FMLE,2024,0.1,0.1,0.1
incidence_per_1000_uninfected,SEN,SEX_MLE,2020,0.12,0.14,0.11
incidence_per_1000_uninfected,GAB,SEX_BTSX,2020,0.98,1.7,0.58
incidence_per_1000_uninfected,GHA,SEX_MLE,2021,0.39,0.57,0.28
incidence_per_1000_uninfected,NER,SEX_MLE,1998,0.57,0.68,0.49
incidence_per_1000_uninfected,SLE,SEX_MLE,1991,1.0,1.4,0.61
incidence_per_1000_uninfected,BFA,SEX_MLE,2005,0.5,0.63,0.39
incidence_per_1000_uninfected,BWA,SEX_BTSX,2014,6.2,6.7,5.5
incidence_per_1000_uninfected,UGA,SEX_FMLE,1992,7.2,8.1,6.5
incidence_per_1000_uninfected,SSD,SEX_BTSX,2023,0.52,0.77,0.34
incidence_per_1000_uninfected,BFA,SEX_MLE,1990,2.5,3.5,1.7
incidence_per_1000_uninfected,STP,SEX_MLE,2021,,,
incidence_per_1000_uninfected,CPV,SEX_MLE,2011,0.43,0.58,0.35
incidence_per_1000_uninfected,CAF,SEX_MLE,2009,2.0,2.5,1.6
incidence_per_1000_uninfected,TGO,SEX_BTSX,1994,3.0,3.9,2.3
incidence_per_1000_uninfected,COM,SEX_FMLE,1997,0.1,0.1,0.01
incidence_per_1000_uninfected,COG,SEX_MLE,2003,1.7,2.0,1.5
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2007,9.8,10.9,8.8
incidence_per_1000_uninfected,SEN,SEX_FMLE,2003,0.39,0.43,0.37
incidence_per_1000_uninfected,RWA,SEX_BTSX,2003,2.2,2.5,2.1
incidence_per_1000_uninfected,ZAF,SEX_MLE,2010,6.2,7.6,5.5
incidence_per_1000_uninfected,NGA,SEX_BTSX,2009,0.93,1.1,0.84
incidence_per_1000_uninfected,ETH,SEX_FMLE,2014,0.26,0.49,0.15
incidence_per_1000_uninfected,KEN,SEX_FMLE,2006,3.2,5.0,2.0
incidence_per_1000_uninfected,GNB,SEX_BTSX,2012,1.5,1.8,1.2
incidence_per_1000_uninfected,KEN,SEX_BTSX,2017,0.65,1.0,0.42
incidence_per_1000_uninfected,COD,SEX_MLE,2007,0.62,0.81,0.52
incidence_per_1000_uninfected,MRT,SEX_MLE,2003,0.51,0.63,0.42
incidence_per_1000_uninfected,TCD,SEX_MLE,1990,1.6,2.6,0.9
incidence_per_1000_uninfected,COM,SEX_FMLE,2024,0.1,0.1,0.01
incidence_per_1000_uninfected,MUS,SEX_MLE,2017,,,
incidence_per_1000_uninfected,TGO,SEX_BTSX,2007,1.4,1.8,1.1
incidence_per_1000_uninfected,ERI,SEX_MLE,2004,0.36,0.55,0.2
incidence_per_1000_uninfected,ERI,SEX_MLE,1992,1.8,2.7,1.2
incidence_per_1000_uninfected,TCD,SEX_MLE,2007,0.85,1.1,0.66
incidence_per_1000_uninfected,COD,SEX_FMLE,2010,0.62,0.79,0.5
incidence_per_1000_uninfected,NER,SEX_MLE,2015,0.1,0.1,0.1
incidence_per_1000_uninfected,SSD,SEX_FMLE,2024,0.63,0.95,0.4
incidence_per_1000_uninfected,MWI,SEX_BTSX,1998,11.0,12.0,10.3
incidence_per_1000_uninfected,RWA,SEX_BTSX,1996,3.5,4.0,3.1
incidence_per_1000_uninfected,SSD,SEX_FMLE,1993,2.1,3.1,1.2
incidence_per_1000_uninfected,ETH,SEX_MLE,2006,0.44,0.96,0.23
incidence_per_1000_uninfected,CIV,SEX_BTSX,2016,0.67,0.94,0.45
incidence_per_1000_uninfected,BEN,SEX_MLE,2017,0.15,0.22,0.1
incidence_per_1000_uninfected,CPV,SEX_MLE,1994,0.49,0.72,0.37
incidence_per_1000_uninfected,STP,SEX_BTSX,2005,,,
incidence_per_1000_uninfected,MDG,SEX_MLE,2023,0.49,0.68,0.36
incidence_per_1000_uninfected,NER,SEX_BTSX,2017,0.1,0.1,0.1
incidence_per_1000_uninfected,MOZ,SEX_MLE,2004,7.5,8.8,6.7
incidence_per_1000_uninfected,SSD,SEX_BTSX,2014,1.2,1.5,0.93
incidence_per_1000_uninfected,BDI,SEX_BTSX,2011,0.39,0.53,0.27
incidence_per_1000_uninfected,CPV,SEX_BTSX,2009,0.36,0.46,0.3
incidence_per_1000_uninfected,ZAF,SEX_MLE,2002,9.8,11.4,8.8
incidence_per_1000_uninfected,TZA,SEX_MLE,2014,1.5,1.8,1.4
incidence_per_1000_uninfected,SLE,SEX_MLE,2007,1.0,1.2,0.86
incidence_per_1000_uninfected,AGO,SEX_BTSX,2016,0.92,1.1,0.79
incidence_per_1000_uninfected,STP,SEX_MLE,2022,,,
incidence_per_1000_uninfected,DZA,SEX_MLE,2024,0.1,0.1,0.1
incidence_per_1000_uninfected,TCD,SEX_MLE,2021,0.2,0.31,0.12
incidence_per_1000_uninfected,GAB,SEX_MLE,2021,0.58,0.97,0.33
incidence_per_1000_uninfected,CIV,SEX_BTSX,2019,0.41,0.63,0.24
incidence_per_1000_uninfected,GNQ,SEX_MLE,1992,,,
incidence_per_1000_uninfected,MOZ,SEX_FMLE,1995,7.5,8.6,6.5
incidence_per_1000_uninfected,BEN,SEX_BTSX,1998,1.2,1.4,0.97
incidence_per_1000_uninfected,BWA,SEX_BTSX,1996,25.4,27.5,23.6
incidence_per_1000_uninfected,TCD,SEX_FMLE,2014,0.5,0.67,0.36
incidence_per_1000_uninfected,AGO,SEX_FMLE,2005,1.7,1.9,1.4
incidence_per_1000_uninfected,LSO,SEX_BTSX,2003,16.9,18.9,15.0
incidence_per_1000_uninfected,GMB,SEX_MLE,2013,0.97,1.4,0.68
incidence_per_1000_uninfected,ETH,SEX_FMLE,1996,2.3,4.4,1.3
incidence_per_1000_uninfected,GHA,SEX_FMLE,2013,1.0,1.3,0.82
incidence_per_1000_uninfected,COD,SEX_MLE,1997,1.3,1.7,1.0
incidence_per_1000_uninfected,KEN,SEX_MLE,2020,0.32,0.51,0.21
incidence_per_1000_uninfected,MOZ,SEX_MLE,1991,3.2,4.1,2.5
incidence_per_1000_uninfected,STP,SEX_BTSX,2019,,,
incidence_per_1000_uninfected,GNQ,SEX_MLE,1994,,,
incidence_per_1000_uninfected,BFA,SEX_BTSX,2002,0.73,0.88,0.59
incidence_per_1000_uninfected,AGO,SEX_MLE,2012,0.81,0.95,0.69
incidence_per_1000_uninfected,LSO,SEX_BTSX,2016,7.1,8.9,5.9
incidence_per_1000_uninfected,COD,SEX_FMLE,1995,1.7,2.3,1.3
incidence_per_1000_uninfected,COM,SEX_FMLE,2010,0.1,0.1,0.01
incidence_per_1000_uninfected,ZWE,SEX_FMLE,2001,13.6,15.1,12.3
incidence_per_1000_uninfected,TCD,SEX_FMLE,2018,0.39,0.53,0.26
incidence_per_1000_uninfected,CIV,SEX_BTSX,1995,6.4,7.7,5.3
incidence_per_1000_uninfected,TCD,SEX_MLE,2005,0.95,1.2,0.75
incidence_per_1000_uninfected,SSD,SEX_MLE,2004,1.5,2.0,1.1
incidence_per_1000_uninfected,BFA,SEX_MLE,2016,0.16,0.21,0.12
incidence_per_1000_uninfected,CAF,SEX_MLE,2001,3.6,4.3,2.9
incidence_per_1000_uninfected,SWZ,SEX_BTSX,2007,18.6,20.3,17.0
incidence_per_1000_uninfected,GNB,SEX_MLE,1999,3.9,4.8,3.3
incidence_per_1000_uninfected,TGO,SEX_FMLE,2015,0.67,0.92,0.46
incidence_per_1000_uninfected,DZA,SEX_BTSX,1993,0.01,0.01,0.01
incidence_per_1000_uninfected,NGA,SEX_MLE,1995,1.6,2.0,1.4
incidence_per_1000_uninfected,MOZ,SEX_BTSX,1993,5.0,6.1,4.2
incidence_per_1000_uninfected,MUS,SEX_FMLE,2012,,,
incidence_per_1000_uninfected,GHA,SEX_BTSX,1995,2.1,2.6,1.8
incidence_per_1000_uninfected,AGO,SEX_FMLE,1992,1.2,1.6,0.81
incidence_per_1000_uninfected,SEN,SEX_MLE,1995,0.52,0.58,0.47
incidence_per_1000_uninfected,COD,SEX_MLE,2011,0.46,0.59,0.36
incidence_per_1000_uninfected,BFA,SEX_BTSX,2020,0.13,0.18,0.1
incidence_per_1000_uninfected,BDI,SEX_BTSX,2012,0.35,0.48,0.24
incidence_per_1000_uninfected,ZWE,SEX_FMLE,1998,17.5,19.3,16.0
incidence_per_1000_uninfected,SWZ,SEX_MLE,2002,19.5,21.9,18.0
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2017,6.2,7.1,5.5
incidence_per_1000_uninfected,BDI,SEX_MLE,2000,1.2,1.5,0.98
incidence_per_1000_uninfected,TCD,SEX_FMLE,1994,2.2,3.0,1.6
incidence_per_1000_uninfected,BFA,SEX_FMLE,2022,0.15,0.22,0.1
incidence_per_1000_uninfected,KEN,SEX_FMLE,2018,0.71,1.1,0.45
incidence_per_1000_uninfected,SLE,SEX_MLE,1999,1.3,1.6,1.1
incidence_per_1000_uninfected,SEN,SEX_BTSX,2006,0.28,0.31,0.27
incidence_per_1000_uninfected,MDG,SEX_BTSX,2019,0.26,0.35,0.18
incidence_per_1000_uninfected,GIN,SEX_BTSX,2020,0.53,0.73,0.37
incidence_per_1000_uninfected,RWA,SEX_FMLE,2020,0.31,0.52,0.19
incidence_per_1000_uninfected,MUS,SEX_MLE,1994,,,
incidence_per_1000_uninfected,CPV,SEX_FMLE,2002,0.43,0.51,0.37
incidence_per_1000_uninfected,LSO,SEX_FMLE,2021,3.8,4.9,2.9
incidence_per_1000_uninfected,ZMB,SEX_BTSX,2000,8.5,9.3,7.8
incidence_per_1000_uninfected,GMB,SEX_MLE,2001,1.5,2.1,1.2
incidence_per_1000_uninfected,MLI,SEX_FMLE,2008,0.72,0.95,0.6
incidence_per_1000_uninfected,NER,SEX_FMLE,2017,0.1,0.1,0.1
incidence_per_1000_uninfected,COD,SEX_BTSX,1992,1.9,2.6,1.4
incidence_per_1000_uninfected,CIV,SEX_FMLE,1998,5.2,6.1,4.4
incidence_per_1000_uninfected,NGA,SEX_MLE,2014,0.51,0.65,0.43
incidence_per_1000_uninfected,NAM,SEX_FMLE,1990,5.1,5.8,4.4
incidence_per_1000_uninfected,NER,SEX_FMLE,2006,0.19,0.22,0.16
incidence_per_1000_uninfected,COD,SEX_BTSX,2001,1.0,1.3,0.85
incidence_per_1000_uninfected,GIN,SEX_MLE,2010,0.84,1.1,0.72
incidence_per_1000_uninfected,ZMB,SEX_BTSX,1993,12.0,13.4,10.7
incidence_per_1000_uninfected,GIN,SEX_MLE,1996,1.1,1.5,0.86
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2013,6.5,7.2,5.7
incidence_per_1000_uninfected,LSO,SEX_MLE,2014,8.2,10.5,6.9
incidence_per_1000_uninfected,MOZ,SEX_BTSX,2012,7.2,8.1,6.5
incidence_per_1000_uninfected,TGO,SEX_FMLE,2023,0.49,0.73,0.28
incidence_per_1000_uninfected,MLI,SEX_MLE,2019,0.26,0.37,0.19
incidence_per_1000_uninfected,GNQ,SEX_FMLE,1996,,,
incidence_per_1000_uninfected,KEN,SEX_BTSX,2001,4.3,6.7,2.7
incidence_per_1000_uninfected,TGO,SEX_BTSX,2024,0.37,0.56,0.21
incidence_per_1000_uninfected,BEN,SEX_FMLE,2010,0.47,0.6,0.38
incidence_per_1000_uninfected,BWA,SEX_MLE,1993,20.1,22.8,18.3
incidence_per_1000_uninfected,MUS,SEX_FMLE,2008,,,
incidence_per_1000_uninfected,SYC,SEX_MLE,1996,,,
incidence_per_1000_uninfected,ZWE,SEX_BTSX,2016,2.9,3.8,2.5
incidence_per_1000_uninfected,MDG,SEX_MLE,2009,0.2,0.26,0.15
incidence_per_1000_uninfected,STP,SEX_MLE,2012,,,
incidence_per_1000_uninfected,AGO,SEX_FMLE,1996,1.5,1.9,1.1
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2017,9.4,10.9,7.9
incidence_per_1000_uninfected,UGA,SEX_FMLE,2007,4.3,4.8,3.9
incidence_per_1000_uninfected,NGA,SEX_BTSX,1998,1.8,2.0,1.6
incidence_per_1000_uninfected,BWA,SEX_MLE,2009,6.5,7.7,5.7
incidence_per_1000_uninfected,GAB,SEX_FMLE,1997,5.7,8.3,3.8
incidence_per_1000_uninfected,GIN,SEX_FMLE,2009,1.1,1.3,0.93
incidence_per_1000_uninfected,MDG,SEX_BTSX,2015,0.21,0.28,0.15
incidence_per_1000_uninfected,GHA,SEX_BTSX,2005,1.2,1.5,1.0
incidence_per_1000_uninfected,NAM,SEX_MLE,1998,11.3,13.0,10.2
incidence_per_1000_uninfected,BFA,SEX_FMLE,2001,0.82,0.99,0.67
incidence_per_1000_uninfected,GMB,SEX_BTSX,1996,1.3,1.9,0.94
incidence_per_1000_uninfected,CPV,SEX_BTSX,2006,0.38,0.46,0.32
incidence_per_1000_uninfected,RWA,SEX_BTSX,1998,3.6,4.1,3.3
incidence_per_1000_uninfected,MLI,SEX_MLE,2003,0.7,0.88,0.59
incidence_per_1000_uninfected,RWA,SEX_FMLE,1993,5.0,5.9,4.1
incidence_per_1000_uninfected,DZA,SEX_MLE,2007,0.1,0.1,0.1
incidence_per_1000_uninfected,GNB,SEX_BTSX,1999,4.6,5.4,3.9
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2022,5.5,6.9,4.3
incidence_per_1000_uninfected,STP,SEX_BTSX,2020,,,
incidence_per_1000_uninfected,TCD,SEX_FMLE,2003,1.3,1.6,1.1
incidence_per_1000_uninfected,SWZ,SEX_BTSX,1995,23.1,25.8,20.0
incidence_per_1000_uninfected,GIN,SEX_MLE,2018,0.57,0.76,0.44
incidence_per_1000_uninfected,MDG,SEX_FMLE,2012,0.17,0.23,0.13
incidence_per_1000_uninfected,GAB,SEX_FMLE,2023,1.2,2.1,0.62
incidence_per_1000_uninfected,COG,SEX_MLE,1994,2.5,3.1,2.2
incidence_per_1000_uninfected,MDG,SEX_MLE,2003,0.12,0.18,0.1
incidence_per_1000_uninfected,CIV,SEX_BTSX,2020,0.4,0.61,0.24
incidence_per_1000_uninfected,CAF,SEX_MLE,2020,0.72,1.2,0.42
incidence_per_1000_uninfected,ZWE,SEX_MLE,1993,26.3,31.7,22.6
incidence_per_1000_uninfected,LBR,SEX_FMLE,2006,,,
incidence_per_1000_uninfected,BEN,SEX_FMLE,2023,0.13,0.19,0.1
incidence_per_1000_uninfected,TGO,SEX_MLE,2009,1.0,1.3,0.82
incidence_per_1000_uninfected,LSO,SEX_BTSX,2023,2.3,3.2,1.7
incidence_per_1000_uninfected,ETH,SEX_FMLE,2024,0.1,0.2,0.1
incidence_per_1000_uninfected,NER,SEX_MLE,2012,0.1,0.1,0.1
incidence_per_1000_uninfected,CAF,SEX_FMLE,2016,1.5,2.2,1.0
incidence_per_1000_uninfected,COD,SEX_BTSX,1990,2.0,2.7,1.5
incidence_per_1000_uninfected,SWZ,SEX_MLE,1992,10.9,13.5,9.0
incidence_per_1000_uninfected,BWA,SEX_FMLE,2020,4.1,4.6,3.5
incidence_per_1000_uninfected,KEN,SEX_MLE,2019,0.35,0.55,0.22
incidence_per_1000_uninfected,MOZ,SEX_MLE,2015,4.9,5.7,4.4
incidence_per_1000_uninfected,COM,SEX_FMLE,2012,0.1,0.1,0.01
incidence_per_1000_uninfected,ZWE,SEX_MLE,1990,29.9,36.3,26.5
incidence_per_1000_uninfected,LSO,SEX_BTSX,2000,18.0,20.4,15.9
incidence_per_1000_uninfected,GAB,SEX_MLE,2001,2.3,3.0,1.8
incidence_per_1000_uninfected,ETH,SEX_MLE,2002,0.72,1.6,0.38
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2011,8.6,9.6,7.8
incidence_per_1000_uninfected,TZA,SEX_FMLE,2010,2.3,2.6,2.0
incidence_per_1000_uninfected,MOZ,SEX_MLE,1994,4.8,5.8,4.1
incidence_per_1000_uninfected,NAM,SEX_BTSX,2023,1.7,2.1,1.3
incidence_per_1000_uninfected,SYC,SEX_BTSX,2010,,,
incidence_per_1000_uninfected,DZA,SEX_FMLE,2010,0.1,0.1,0.1
incidence_per_1000_uninfected,GHA,SEX_MLE,2017,0.51,0.66,0.39
incidence_per_1000_uninfected,ERI,SEX_BTSX,2014,0.11,0.22,0.1
incidence_per_1000_uninfected,CPV,SEX_MLE,2007,0.39,0.5,0.33
incidence_per_1000_uninfected,CIV,SEX_MLE,2020,0.29,0.44,0.17
incidence_per_1000_uninfected,KEN,SEX_BTSX,2009,1.9,3.0,1.2
incidence_per_1000_uninfected,ZWE,SEX_BTSX,1999,15.0,16.6,13.8
incidence_per_1000_uninfected,CAF,SEX_BTSX,2015,1.5,2.1,1.0
incidence_per_1000_uninfected,STP,SEX_FMLE,2006,,,
incidence_per_1000_uninfected,CAF,SEX_MLE,1998,4.4,5.5,3.6
incidence_per_1000_uninfected,MOZ,SEX_FMLE,2008,8.7,9.8,8.0
incidence_per_1000_uninfected,STP,SEX_FMLE,1991,,,
incidence_per_1000_uninfected,COM,SEX_MLE,2024,0.1,0.1,0.01
incidence_per_1000_uninfected,AGO,SEX_FMLE,2013,1.4,1.6,1.2
incidence_per_1000_uninfected,GAB,SEX_BTSX,2001,3.3,4.2,2.5
incidence_per_1000_uninfected,COD,SEX_MLE,2009,0.55,0.73,0.45
incidence_per_1000_uninfected,SYC,SEX_MLE,2005,,,
incidence_per_1000_uninfected,NAM,SEX_BTSX,2024,1.6,2.0,1.2
incidence_per_1000_uninfected,ZMB,SEX_FMLE,2009,5.6,6.4,4.9
incidence_per_1000_uninfected,KEN,SEX_MLE,1999,4.3,6.8,2.8
incidence_per_1000_uninfected,AGO,SEX_FMLE,1998,1.5,1.9,1.2
incidence_per_1000_uninfected,SLE,SEX_FMLE,2014,0.94,1.1,0.77
incidence_per_1000_uninfected,DZA,SEX_MLE,1995,0.01,0.01,0.01
incidence_per_1000_uninfected,DZA,SEX_MLE,2021,0.1,0.1,0.1
incidence_per_1000_uninfected,TZA,SEX_MLE,1991,5.1,5.8,4.4
incidence_per_1000_uninfected,BWA,SEX_BTSX,2018,4.1,4.4,3.6
incidence_per_1000_uninfected,NGA,SEX_MLE,2000,1.4,1.7,1.2
incidence_per_1000_uninfected,NGA,SEX_MLE,2016,0.42,0.55,0.35
incidence_per_1000_uninfected,AGO,SEX_MLE,2000,0.93,1.1,0.74
incidence_per_1000_uninfected,COG,SEX_MLE,2000,1.9,2.2,1.6
incidence_per_1000_uninfected,KEN,SEX_MLE,2016,0.51,0.82,0.33
incidence_per_1000_uninfected,SWZ,SEX_FMLE,1996,26.7,29.5,23.7
incidence_per_1000_uninfected,COG,SEX_BTSX,1992,3.7,4.8,3.1
incidence_per_1000_uninfected,MOZ,SEX_FMLE,1993,5.7,6.8,4.9
incidence_per_1000_uninfected,BDI,SEX_MLE,2002,0.93,1.2,0.75
incidence_per_1000_uninfected,AGO,SEX_FMLE,1994,1.3,1.8,0.99
incidence_per_1000_uninfected,GMB,SEX_MLE,1992,0.61,1.0,0.36
incidence_per_1000_uninfected,SEN,SEX_MLE,2021,0.14,0.16,0.13
incidence_per_1000_uninfected,TCD,SEX_MLE,2014,0.38,0.54,0.26
incidence_per_1000_uninfected,KEN,SEX_MLE,2024,0.25,0.4,0.16
incidence_per_1000_uninfected,DZA,SEX_FMLE,2012,0.1,0.1,0.1
incidence_per_1000_uninfected,GNQ,SEX_FMLE,2004,,,
incidence_per_1000_uninfected,COG,SEX_BTSX,2005,2.0,2.4,1.8
incidence_per_1000_uninfected,SEN,SEX_FMLE,1998,0.61,0.66,0.57
incidence_per_1000_uninfected,ZWE,SEX_BTSX,1991,32.7,37.9,29.0
incidence_per_1000_uninfected,LBR,SEX_FMLE,1990,,,
incidence_per_1000_uninfected,GHA,SEX_BTSX,2011,0.87,1.1,0.71
incidence_per_1000_uninfected,MLI,SEX_MLE,2018,0.28,0.39,0.21
incidence_per_1000_uninfected,AGO,SEX_FMLE,1991,1.0,1.5,0.69
incidence_per_1000_uninfected,AGO,SEX_BTSX,2017,0.91,1.1,0.77
incidence_per_1000_uninfected,CMR,SEX_MLE,2018,0.61,0.83,0.48
incidence_per_1000_uninfected,GMB,SEX_FMLE,2019,0.67,1.0,0.44
incidence_per_1000_uninfected,SSD,SEX_FMLE,2017,1.1,1.4,0.85
incidence_per_1000_uninfected,COG,SEX_FMLE,2022,2.6,4.0,1.4
incidence_per_1000_uninfected,MOZ,SEX_MLE,2017,4.0,4.7,3.5
incidence_per_1000_uninfected,DZA,SEX_FMLE,1998,0.1,0.1,0.1
incidence_per_1000_uninfected,MWI,SEX_BTSX,2008,4.9,5.6,4.5
incidence_per_1000_uninfected,GIN,SEX_MLE,2022,0.34,0.51,0.23
incidence_per_1000_uninfected,ETH,SEX_BTSX,2009,0.38,0.77,0.22
incidence_per_1000_uninfected,MRT,SEX_FMLE,1998,0.57,0.67,0.46
incidence_per_1000_uninfected,ZWE,SEX_MLE,1995,20.9,24.6,18.6
incidence_per_1000_uninfected,SWZ,SEX_FMLE,2000,26.5,28.8,24.4
incidence_per_1000_uninfected,SEN,SEX_BTSX,2022,0.18,0.2,0.17
incidence_per_1000_uninfected,SLE,SEX_MLE,1993,1.2,1.6,0.79
incidence_per_1000_uninfected,COD,SEX_MLE,1994,1.5,2.0,1.1
incidence_per_1000_uninfected,ZAF,SEX_BTSX,2023,3.2,3.6,2.9
incidence_per_1000_uninfected,GMB,SEX_MLE,2012,1.0,1.4,0.74
incidence_per_1000_uninfected,NGA,SEX_FMLE,2024,0.25,0.34,0.18
incidence_per_1000_uninfected,GNQ,SEX_BTSX,2023,,,
incidence_per_1000_uninfected,MDG,SEX_FMLE,1999,0.1,0.1,0.1
incidence_per_1000_uninfected,COM,SEX_BTSX,2001,0.1,0.1,0.01
incidence_per_1000_uninfected,RWA,SEX_BTSX,2008,1.4,1.7,1.2
incidence_per_1000_uninfected,CIV,SEX_MLE,2016,0.51,0.72,0.35
incidence_per_1000_uninfected,COG,SEX_FMLE,2012,2.2,2.9,1.7
incidence_per_1000_uninfected,SYC,SEX_BTSX,2013,,,
incidence_per_1000_uninfected,MRT,SEX_MLE,2024,0.1,0.1,0.1
incidence_per_1000_uninfected,ZAF,SEX_BTSX,1992,6.6,7.4,6.0
incidence_per_1000_uninfected,ERI,SEX_BTSX,2002,0.63,0.89,0.41
