measure,location,countryCode,sex,age,year,val
population,Chile,CHL,female,15+,2028,8601760
population,Chile,CHL,female,15+,2029,8672540
population,Chile,CHL,female,15+,2030,8741024
population,Chile,CHL,male,15+,2024,8115076
population,Chile,CHL,male,15+,2025,8196879
population,Chile,CHL,male,15+,2026,8275616
population,Chile,CHL,male,15+,2027,8352000
population,Chile,CHL,male,15+,2028,8426205
population,Chile,CHL,male,15+,2029,8498526
population,Chile,CHL,male,15+,2030,8568534
population,China,CHN,female,15+,2024,590282328
population,China,CHN,female,15+,2025,593219536
population,China,CHN,female,15+,2026,596142860
population,China,CHN,female,15+,2027,599365030
population,China,CHN,female,15+,2028,602588044
population,China,CHN,female,15+,2029,605589926
population,China,CHN,female,15+,2030,608305092
population,China,CHN,male,15+,2024,601836663
population,China,CHN,male,15+,2025,604694513
population,China,CHN,male,15+,2026,607607351
population,China,CHN,male,15+,2027,610920195
population,China,CHN,male,15+,2028,614251744
population,China,CHN,male,15+,2029,617338612
population,China,CHN,male,15+,2030,620107658
population,"China, Hong Kong SAR",HKG,female,15+,2024,3692380
population,"China, Hong Kong SAR",HKG,female,15+,2025,3693478
population,"China, Hong Kong SAR",HKG,female,15+,2026,3698800
population,"China, Hong Kong SAR",HKG,female,15+,2027,3703244
population,"China, Hong Kong SAR",HKG,female,15+,2028,3703650
population,"China, Hong Kong SAR",HKG,female,15+,2029,3699202
population,"China, Hong Kong SAR",HKG,female,15+,2030,3696304
population,"China, Hong Kong SAR",HKG,male,15+,2024,2943384
population,"China, Hong Kong SAR",HKG,male,15+,2025,2939962
population,"China, Hong Kong SAR",HKG,male,15+,2026,2940588
population,"China, Hong Kong SAR",HKG,male,15+,2027,2940448
population,"China, Hong Kong SAR",HKG,male,15+,2028,2935794
population,"China, Hong Kong SAR",HKG,male,15+,2029,2926268
population,"China, Hong Kong SAR",HKG,male,15+,2030,2917874
population,"China, Macao SAR",MAC,female,15+,2024,339814
population,"China, Macao SAR",MAC,female,15+,2025,341554
population,"China, Macao SAR",MAC,female,15+,2026,343292
population,"China, Macao SAR",MAC,female,15+,2027,345318
population,"China, Macao SAR",MAC,female,15+,2028,347274
population,"China, Macao SAR",MAC,female,15+,2029,349806
population,"China, Macao SAR",MAC,female,15+,2030,352557
population,"China, Macao SAR",MAC,male,15+,2024,280258
population,"China, Macao SAR",MAC,male,15+,2025,281473
population,"China, Macao SAR",MAC,male,15+,2026,282758
population,"China, Macao SAR",MAC,male,15+,2027,284426
population,"China, Macao SAR",MAC,male,15+,2028,286230
population,"China, Macao SAR",MAC,male,15+,2029,288436
population,"China, Macao SAR",MAC,male,15+,2030,290680
population,"China, Taiwan Province of China",TWN,female,15+,2024,10413978
population,"China, Taiwan Province of China",TWN,female,15+,2025,10400828
population,"China, Taiwan Province of China",TWN,female,15+,2026,10389124
population,"China, Taiwan Province of China",TWN,female,15+,2027,10393368
population,"China, Taiwan Province of China",TWN,female,15+,2028,10395953
population,"China, Taiwan Province of China",TWN,female,15+,2029,10392426
population,"China, Taiwan Province of China",TWN,female,15+,2030,10394390
population,"China, Taiwan Province of China",TWN,male,15+,2024,10083654
population,"China, Taiwan Province of China",TWN,male,15+,2025,10053411
population,"China, Taiwan Province of China",TWN,male,15+,2026,10025996
population,"China, Taiwan Province of China",TWN,male,15+,2027,10016430
population,"China, Taiwan Province of China",TWN,male,15+,2028,10006366
population,"China, Taiwan Province of China",TWN,male,15+,2029,9990766
population,"China, Taiwan Province of China",TWN,male,15+,2030,9982610
population,Colombia,COL,female,15+,2024,21541028
population,Colombia,COL,female,15+,2025,21835955
population,Colombia,COL,female,15+,2026,22112790
population,Colombia,COL,female,15+,2027,22377332
population,Colombia,COL,female,15+,2028,22632488
population,Colombia,COL,female,15+,2029,22876974
population,Colombia,COL,female,15+,2030,23110022
population,Colombia,COL,male,15+,2024,20624152
population,Colombia,COL,male,15+,2025,20908335
population,Colombia,COL,male,15+,2026,21174111
population,Colombia,COL,male,15+,2027,21427474
population,Colombia,COL,male,15+,2028,21671558
population,Colombia,COL,male,15+,2029,21905194
population,Colombia,COL,male,15+,2030,22127494
population,Comoros,COM,female,15+,2024,272196
population,Comoros,COM,female,15+,2025,278425
population,Comoros,COM,female,15+,2026,284806
population,Comoros,COM,female,15+,2027,291326
population,Comoros,COM,female,15+,2028,297990
population,Comoros,COM,female,15+,2029,304788
population,Comoros,COM,female,15+,2030,311693
population,Comoros,COM,male,15+,2024,272728
population,Comoros,COM,male,15+,2025,278918
population,Comoros,COM,male,15+,2026,285246
population,Comoros,COM,male,15+,2027,291696
population,Comoros,COM,male,15+,2028,298274
population,Comoros,COM,male,15+,2029,304967
population,Comoros,COM,male,15+,2030,311736
population,Congo,COG,female,15+,2024,1897627
population,Congo,COG,female,15+,2025,1959560
population,Congo,COG,female,15+,2026,2024026
population,Congo,COG,female,15+,2027,2089686
population,Congo,COG,female,15+,2028,2155668
population,Congo,COG,female,15+,2029,2221151
population,Congo,COG,female,15+,2030,2286316
population,Congo,COG,male,15+,2024,1873918
population,Congo,COG,male,15+,2025,1934796
population,Congo,COG,male,15+,2026,1998240
population,Congo,COG,male,15+,2027,2062886
population,Congo,COG,male,15+,2028,2127838
population,Congo,COG,male,15+,2029,2192252
population,Congo,COG,male,15+,2030,2256306
population,Cook Islands,COK,female,15+,2024,5406
population,Cook Islands,COK,female,15+,2025,5294
population,Cook Islands,COK,female,15+,2026,5192
population,Cook Islands,COK,female,15+,2027,5108
population,Cook Islands,COK,female,15+,2028,5036
population,Cook Islands,COK,female,15+,2029,4972
population,Cook Islands,COK,female,15+,2030,4922
population,Cook Islands,COK,male,15+,2024,4982
population,Cook Islands,COK,male,15+,2025,4856
population,Cook Islands,COK,male,15+,2026,4748
population,Cook Islands,COK,male,15+,2027,4655
population,Cook Islands,COK,male,15+,2028,4578
population,Cook Islands,COK,male,15+,2029,4513
population,Cook Islands,COK,male,15+,2030,4456
population,Costa Rica,CRI,female,15+,2024,2123270
population,Costa Rica,CRI,female,15+,2025,2145610
population,Costa Rica,CRI,female,15+,2026,2167152
population,Costa Rica,CRI,female,15+,2027,2188794
population,Costa Rica,CRI,female,15+,2028,2209338
population,Costa Rica,CRI,female,15+,2029,2229152
population,Costa Rica,CRI,female,15+,2030,2248852
population,Costa Rica,CRI,male,15+,2024,2042254
population,Costa Rica,CRI,male,15+,2025,2063908
population,Costa Rica,CRI,male,15+,2026,2084805
population,Costa Rica,CRI,male,15+,2027,2105846
population,Costa Rica,CRI,male,15+,2028,2125814
population,Costa Rica,CRI,male,15+,2029,2145124
population,Costa Rica,CRI,male,15+,2030,2164404
population,Croatia,HRV,female,15+,2024,1744155
population,Croatia,HRV,female,15+,2025,1735498
population,Croatia,HRV,female,15+,2026,1726666
population,Croatia,HRV,female,15+,2027,1717790
population,Croatia,HRV,female,15+,2028,1708874
population,Croatia,HRV,female,15+,2029,1699560
population,Croatia,HRV,female,15+,2030,1689622
population,Croatia,HRV,male,15+,2024,1591600
population,Croatia,HRV,male,15+,2025,1585370
population,Croatia,HRV,male,15+,2026,1579192
population,Croatia,HRV,male,15+,2027,1573068
population,Croatia,HRV,male,15+,2028,1566952
population,Croatia,HRV,male,15+,2029,1560352
population,Croatia,HRV,male,15+,2030,1553004
population,Cuba,CUB,female,15+,2024,4750732
population,Cuba,CUB,female,15+,2025,4749326
population,Cuba,CUB,female,15+,2026,4748463
population,Cuba,CUB,female,15+,2027,4746127
population,Cuba,CUB,female,15+,2028,4741495
population,Cuba,CUB,female,15+,2029,4735208
population,Cuba,CUB,female,15+,2030,4727744
population,Cuba,CUB,male,15+,2024,4549808
population,Cuba,CUB,male,15+,2025,4544698
population,Cuba,CUB,male,15+,2026,4540520
population,Cuba,CUB,male,15+,2027,4535891
population,Cuba,CUB,male,15+,2028,4530044
population,Cuba,CUB,male,15+,2029,4522941
population,Cuba,CUB,male,15+,2030,4515098
population,Curaçao,CUW,female,15+,2024,83638
population,Curaçao,CUW,female,15+,2025,83875
population,Curaçao,CUW,female,15+,2026,84124
population,Curaçao,CUW,female,15+,2027,84400
population,Curaçao,CUW,female,15+,2028,84666
population,Curaçao,CUW,female,15+,2029,84866
population,Curaçao,CUW,female,15+,2030,84992
population,Curaçao,CUW,male,15+,2024,74155
population,Curaçao,CUW,male,15+,2025,74524
population,Curaçao,CUW,male,15+,2026,74930
population,Curaçao,CUW,male,15+,2027,75388
population,Curaçao,CUW,male,15+,2028,75864
population,Curaçao,CUW,male,15+,2029,76288
population,Curaçao,CUW,male,15+,2030,76656
population,Cyprus,CYP,female,15+,2024,568158
population,Cyprus,CYP,female,15+,2025,573356
population,Cyprus,CYP,female,15+,2026,578472
population,Cyprus,CYP,female,15+,2027,583656
population,Cyprus,CYP,female,15+,2028,588718
population,Cyprus,CYP,female,15+,2029,593486
population,Cyprus,CYP,female,15+,2030,598254
population,Cyprus,CYP,male,15+,2024,571818
population,Cyprus,CYP,male,15+,2025,576968
population,Cyprus,CYP,male,15+,2026,582050
population,Cyprus,CYP,male,15+,2027,587218
population,Cyprus,CYP,male,15+,2028,592284
population,Cyprus,CYP,male,15+,2029,597075
population,Cyprus,CYP,male,15+,2030,601896
population,Czechia,CZE,female,15+,2024,4635358
population,Czechia,CZE,female,15+,2025,4596836
population,Czechia,CZE,female,15+,2026,4574149
population,Czechia,CZE,female,15+,2027,4573234
population,Czechia,CZE,female,15+,2028,4570902
population,Czechia,CZE,female,15+,2029,4567691
population,Czechia,CZE,female,15+,2030,4564472
population,Czechia,CZE,male,15+,2024,4447468
population,Czechia,CZE,male,15+,2025,4411927
population,Czechia,CZE,male,15+,2026,4392818
population,Czechia,CZE,male,15+,2027,4395572
population,Czechia,CZE,male,15+,2028,4397206
population,Czechia,CZE,male,15+,2029,4398493
population,Czechia,CZE,male,15+,2030,4400318
population,Côte d'Ivoire,CIV,female,15+,2024,9232212
population,Côte d'Ivoire,CIV,female,15+,2025,9530309
population,Côte d'Ivoire,CIV,female,15+,2026,9831967
population,Côte d'Ivoire,CIV,female,15+,2027,10131930
population,Côte d'Ivoire,CIV,female,15+,2028,10439910
population,Côte d'Ivoire,CIV,female,15+,2029,10777536
population,Côte d'Ivoire,CIV,female,15+,2030,11134898
population,Côte d'Ivoire,CIV,male,15+,2024,9650064
population,Côte d'Ivoire,CIV,male,15+,2025,9947651
population,Côte d'Ivoire,CIV,male,15+,2026,10249288
population,Côte d'Ivoire,CIV,male,15+,2027,10549708
population,Côte d'Ivoire,CIV,male,15+,2028,10853589
population,Côte d'Ivoire,CIV,male,15+,2029,11177831
population,Côte d'Ivoire,CIV,male,15+,2030,11516491
population,Dem. People's Republic of Korea,PRK,female,15+,2024,10946030
population,Dem. People's Republic of Korea,PRK,female,15+,2025,10968820
population,Dem. People's Republic of Korea,PRK,female,15+,2026,10990715
population,Dem. People's Republic of Korea,PRK,female,15+,2027,11012772
population,Dem. People's Republic of Korea,PRK,female,15+,2028,11035368
population,Dem. People's Republic of Korea,PRK,female,15+,2029,11058684
population,Dem. People's Republic of Korea,PRK,female,15+,2030,11082647
population,Dem. People's Republic of Korea,PRK,male,15+,2024,10532034
population,Dem. People's Republic of Korea,PRK,male,15+,2025,10572779
population,Dem. People's Republic of Korea,PRK,male,15+,2026,10611127
population,Dem. People's Republic of Korea,PRK,male,15+,2027,10648144
population,Dem. People's Republic of Korea,PRK,male,15+,2028,10684322
population,Dem. People's Republic of Korea,PRK,male,15+,2029,10719792
population,Dem. People's Republic of Korea,PRK,male,15+,2030,10754389
population,Democratic Republic of the Congo,COD,female,15+,2024,29966732
population,Democratic Republic of the Congo,COD,female,15+,2025,30991716
population,Democratic Republic of the Congo,COD,female,15+,2026,32057910
population,Democratic Republic of the Congo,COD,female,15+,2027,33168346
population,Democratic Republic of the Congo,COD,female,15+,2028,34319822
population,Democratic Republic of the Congo,COD,female,15+,2029,35511102
population,Democratic Republic of the Congo,COD,female,15+,2030,36741996
population,Democratic Republic of the Congo,COD,male,15+,2024,29006422
population,Democratic Republic of the Congo,COD,male,15+,2025,29994472
population,Democratic Republic of the Congo,COD,male,15+,2026,31022764
population,Democratic Republic of the Congo,COD,male,15+,2027,32094484
population,Democratic Republic of the Congo,COD,male,15+,2028,33206798
population,Democratic Republic of the Congo,COD,male,15+,2029,34358540
population,Democratic Republic of the Congo,COD,male,15+,2030,35549378
population,Denmark,DNK,female,15+,2024,2549638
population,Denmark,DNK,female,15+,2025,2563970
population,Denmark,DNK,female,15+,2026,2575611
population,Denmark,DNK,female,15+,2027,2584352
population,Denmark,DNK,female,15+,2028,2591122
population,Denmark,DNK,female,15+,2029,2596482
population,Denmark,DNK,female,15+,2030,2601238
population,Denmark,DNK,male,15+,2024,2489537
population,Denmark,DNK,male,15+,2025,2504428
population,Denmark,DNK,male,15+,2026,2516248
population,Denmark,DNK,male,15+,2027,2525362
population,Denmark,DNK,male,15+,2028,2532726
population,Denmark,DNK,male,15+,2029,2538669
population,Denmark,DNK,male,15+,2030,2544222
population,Djibouti,DJI,female,15+,2024,420948
population,Djibouti,DJI,female,15+,2025,428756
population,Djibouti,DJI,female,15+,2026,436505
population,Djibouti,DJI,female,15+,2027,444235
population,Djibouti,DJI,female,15+,2028,451897
population,Djibouti,DJI,female,15+,2029,459692
population,Djibouti,DJI,female,15+,2030,467366
population,Djibouti,DJI,male,15+,2024,406856
population,Djibouti,DJI,male,15+,2025,414270
population,Djibouti,DJI,male,15+,2026,421614
population,Djibouti,DJI,male,15+,2027,428936
population,Djibouti,DJI,male,15+,2028,436186
population,Djibouti,DJI,male,15+,2029,443572
population,Djibouti,DJI,male,15+,2030,450832
population,Dominica,DMA,female,15+,2024,27208
population,Dominica,DMA,female,15+,2025,27214
population,Dominica,DMA,female,15+,2026,27191
population,Dominica,DMA,female,15+,2027,27178
population,Dominica,DMA,female,15+,2028,27177
population,Dominica,DMA,female,15+,2029,27184
population,Dominica,DMA,female,15+,2030,27200
population,Dominica,DMA,male,15+,2024,27164
population,Dominica,DMA,male,15+,2025,27056
population,Dominica,DMA,male,15+,2026,26938
population,Dominica,DMA,male,15+,2027,26834
population,Dominica,DMA,male,15+,2028,26732
population,Dominica,DMA,male,15+,2029,26633
population,Dominica,DMA,male,15+,2030,26536
population,Dominican Republic,DOM,female,15+,2024,4257013
population,Dominican Republic,DOM,female,15+,2025,4314234
population,Dominican Republic,DOM,female,15+,2026,4370816
population,Dominican Republic,DOM,female,15+,2027,4426716
population,Dominican Republic,DOM,female,15+,2028,4481757
population,Dominican Republic,DOM,female,15+,2029,4535604
population,Dominican Republic,DOM,female,15+,2030,4588324
population,Dominican Republic,DOM,male,15+,2024,4133254
population,Dominican Republic,DOM,male,15+,2025,4187990
population,Dominican Republic,DOM,male,15+,2026,4241942
population,Dominican Republic,DOM,male,15+,2027,4295040
population,Dominican Republic,DOM,male,15+,2028,4347063
population,Dominican Republic,DOM,male,15+,2029,4397716
population,Dominican Republic,DOM,male,15+,2030,4447116
population,Ecuador,ECU,female,15+,2024,6923314
population,Ecuador,ECU,female,15+,2025,7033279
population,Ecuador,ECU,female,15+,2026,7143980
population,Ecuador,ECU,female,15+,2027,7254456
population,Ecuador,ECU,female,15+,2028,7359980
population,Ecuador,ECU,female,15+,2029,7460110
population,Ecuador,ECU,female,15+,2030,7557017
population,Ecuador,ECU,male,15+,2024,6776978
population,Ecuador,ECU,male,15+,2025,6885520
population,Ecuador,ECU,male,15+,2026,6994713
population,Ecuador,ECU,male,15+,2027,7103558
population,Ecuador,ECU,male,15+,2028,7207158
population,Ecuador,ECU,male,15+,2029,7305126
population,Ecuador,ECU,male,15+,2030,7399786
population,Egypt,EGY,female,15+,2024,39500918
population,Egypt,EGY,female,15+,2025,40376615
population,Egypt,EGY,female,15+,2026,41245740
population,Egypt,EGY,female,15+,2027,42155234
population,Egypt,EGY,female,15+,2028,43118156
population,Egypt,EGY,female,15+,2029,44111321
population,Egypt,EGY,female,15+,2030,45116387
population,Egypt,EGY,male,15+,2024,39751326
population,Egypt,EGY,male,15+,2025,40637496
population,Egypt,EGY,male,15+,2026,41507812
population,Egypt,EGY,male,15+,2027,42417200
population,Egypt,EGY,male,15+,2028,43379608
population,Egypt,EGY,male,15+,2029,44371514
population,Egypt,EGY,male,15+,2030,45373700
population,El Salvador,SLV,female,15+,2024,2562664
population,El Salvador,SLV,female,15+,2025,2586120
population,El Salvador,SLV,female,15+,2026,2609272
population,El Salvador,SLV,female,15+,2027,2632347
population,El Salvador,SLV,female,15+,2028,2655080
population,El Salvador,SLV,female,15+,2029,2677422
population,El Salvador,SLV,female,15+,2030,2698775
population,El Salvador,SLV,male,15+,2024,2203268
population,El Salvador,SLV,male,15+,2025,2227201
population,El Salvador,SLV,male,15+,2026,2250825
population,El Salvador,SLV,male,15+,2027,2274356
population,El Salvador,SLV,male,15+,2028,2297484
population,El Salvador,SLV,male,15+,2029,2320135
population,El Salvador,SLV,male,15+,2030,2341696
population,Equatorial Guinea,GNQ,female,15+,2024,545029
population,Equatorial Guinea,GNQ,female,15+,2025,561088
population,Equatorial Guinea,GNQ,female,15+,2026,577619
population,Equatorial Guinea,GNQ,female,15+,2027,594577
population,Equatorial Guinea,GNQ,female,15+,2028,611862
population,Equatorial Guinea,GNQ,female,15+,2029,629322
population,Equatorial Guinea,GNQ,female,15+,2030,647049
population,Equatorial Guinea,GNQ,male,15+,2024,641854
population,Equatorial Guinea,GNQ,male,15+,2025,658446
population,Equatorial Guinea,GNQ,male,15+,2026,675485
population,Equatorial Guinea,GNQ,male,15+,2027,692954
population,Equatorial Guinea,GNQ,male,15+,2028,710739
population,Equatorial Guinea,GNQ,male,15+,2029,728668
population,Equatorial Guinea,GNQ,male,15+,2030,746860
population,Eritrea,ERI,female,15+,2024,1122761
population,Eritrea,ERI,female,15+,2025,1154599
population,Eritrea,ERI,female,15+,2026,1187324
population,Eritrea,ERI,female,15+,2027,1219985
population,Eritrea,ERI,female,15+,2028,1252434
population,Eritrea,ERI,female,15+,2029,1284242
population,Eritrea,ERI,female,15+,2030,1315773
population,Eritrea,ERI,male,15+,2024,1064468
population,Eritrea,ERI,male,15+,2025,1096512
population,Eritrea,ERI,male,15+,2026,1129486
population,Eritrea,ERI,male,15+,2027,1162413
population,Eritrea,ERI,male,15+,2028,1195124
population,Eritrea,ERI,male,15+,2029,1227168
population,Eritrea,ERI,male,15+,2030,1258918
population,Estonia,EST,female,15+,2024,610256
population,Estonia,EST,female,15+,2025,604874
population,Estonia,EST,female,15+,2026,600651
population,Estonia,EST,female,15+,2027,598682
population,Estonia,EST,female,15+,2028,596636
population,Estonia,EST,female,15+,2029,594614
population,Estonia,EST,female,15+,2030,592675
population,Estonia,EST,male,15+,2024,537532
population,Estonia,EST,male,15+,2025,534312
population,Estonia,EST,male,15+,2026,532246
population,Estonia,EST,male,15+,2027,532129
population,Estonia,EST,male,15+,2028,531812
population,Estonia,EST,male,15+,2029,531469
population,Estonia,EST,male,15+,2030,531286
population,Eswatini,SWZ,female,15+,2024,426554
population,Eswatini,SWZ,female,15+,2025,433236
population,Eswatini,SWZ,female,15+,2026,440223
population,Eswatini,SWZ,female,15+,2027,447379
population,Eswatini,SWZ,female,15+,2028,454461
population,Eswatini,SWZ,female,15+,2029,461377
population,Eswatini,SWZ,female,15+,2030,468292
population,Eswatini,SWZ,male,15+,2024,401758
population,Eswatini,SWZ,male,15+,2025,408452
population,Eswatini,SWZ,male,15+,2026,415452
population,Eswatini,SWZ,male,15+,2027,422468
population,Eswatini,SWZ,male,15+,2028,429284
population,Eswatini,SWZ,male,15+,2029,435984
population,Eswatini,SWZ,male,15+,2030,442809
population,Ethiopia,ETH,female,15+,2024,40596769
population,Ethiopia,ETH,female,15+,2025,41835810
population,Ethiopia,ETH,female,15+,2026,43080268
population,Ethiopia,ETH,female,15+,2027,44328006
population,Ethiopia,ETH,female,15+,2028,45569664
population,Ethiopia,ETH,female,15+,2029,46825694
population,Ethiopia,ETH,female,15+,2030,48118849
population,Ethiopia,ETH,male,15+,2024,39880564
population,Ethiopia,ETH,male,15+,2025,41100550
population,Ethiopia,ETH,male,15+,2026,42325924
population,Ethiopia,ETH,male,15+,2027,43554152
population,Ethiopia,ETH,male,15+,2028,44776076
population,Ethiopia,ETH,male,15+,2029,46012004
population,Ethiopia,ETH,male,15+,2030,47284073
population,Falkland Islands (Malvinas),FLK,female,15+,2024,1474
population,Falkland Islands (Malvinas),FLK,female,15+,2025,1480
population,Falkland Islands (Malvinas),FLK,female,15+,2026,1486
population,Falkland Islands (Malvinas),FLK,female,15+,2027,1488
population,Falkland Islands (Malvinas),FLK,female,15+,2028,1487
population,Falkland Islands (Malvinas),FLK,female,15+,2029,1489
population,Falkland Islands (Malvinas),FLK,female,15+,2030,1491
population,Falkland Islands (Malvinas),FLK,male,15+,2024,1431
population,Falkland Islands (Malvinas),FLK,male,15+,2025,1431
population,Falkland Islands (Malvinas),FLK,male,15+,2026,1430
population,Falkland Islands (Malvinas),FLK,male,15+,2027,1432
population,Falkland Islands (Malvinas),FLK,male,15+,2028,1434
population,Falkland Islands (Malvinas),FLK,male,15+,2029,1427
population,Falkland Islands (Malvinas),FLK,male,15+,2030,1424
population,Faroe Islands,FRO,female,15+,2024,21377
population,Faroe Islands,FRO,female,15+,2025,21654
population,Faroe Islands,FRO,female,15+,2026,21903
population,Faroe Islands,FRO,female,15+,2027,22124
population,Faroe Islands,FRO,female,15+,2028,22324
population,Faroe Islands,FRO,female,15+,2029,22522
population,Faroe Islands,FRO,female,15+,2030,22724
population,Faroe Islands,FRO,male,15+,2024,22962
population,Faroe Islands,FRO,male,15+,2025,23220
population,Faroe Islands,FRO,male,15+,2026,23436
population,Faroe Islands,FRO,male,15+,2027,23634
population,Faroe Islands,FRO,male,15+,2028,23819
population,Faroe Islands,FRO,male,15+,2029,23992
population,Faroe Islands,FRO,male,15+,2030,24150
population,Fiji,FJI,female,15+,2024,344268
population,Fiji,FJI,female,15+,2025,347400
population,Fiji,FJI,female,15+,2026,350406
population,Fiji,FJI,female,15+,2027,353406
population,Fiji,FJI,female,15+,2028,356518
population,Fiji,FJI,female,15+,2029,359673
population,Fiji,FJI,female,15+,2030,362824
population,Fiji,FJI,male,15+,2024,332878
population,Fiji,FJI,male,15+,2025,335402
population,Fiji,FJI,male,15+,2026,337842
population,Fiji,FJI,male,15+,2027,340324
population,Fiji,FJI,male,15+,2028,342976
population,Fiji,FJI,male,15+,2029,345734
population,Fiji,FJI,male,15+,2030,348548
population,Finland,FIN,female,15+,2024,2439262
population,Finland,FIN,female,15+,2025,2449134
population,Finland,FIN,female,15+,2026,2455895
population,Finland,FIN,female,15+,2027,2460765
population,Finland,FIN,female,15+,2028,2464473
population,Finland,FIN,female,15+,2029,2467266
population,Finland,FIN,female,15+,2030,2469030
population,Finland,FIN,male,15+,2024,2356057
population,Finland,FIN,male,15+,2025,2368366
population,Finland,FIN,male,15+,2026,2377505
population,Finland,FIN,male,15+,2027,2384572
population,Finland,FIN,male,15+,2028,2390728
population,Finland,FIN,male,15+,2029,2395966
population,Finland,FIN,male,15+,2030,2400085
population,France,FRA,female,15+,2024,28923212
population,France,FRA,female,15+,2025,29055482
population,France,FRA,female,15+,2026,29181866
population,France,FRA,female,15+,2027,29298671
population,France,FRA,female,15+,2028,29410030
population,France,FRA,female,15+,2029,29517490
population,France,FRA,female,15+,2030,29612701
population,France,FRA,male,15+,2024,26641403
population,France,FRA,male,15+,2025,26781314
population,France,FRA,male,15+,2026,26914204
population,France,FRA,male,15+,2027,27036433
population,France,FRA,male,15+,2028,27150411
population,France,FRA,male,15+,2029,27253783
population,France,FRA,male,15+,2030,27341794
population,French Guiana,GUF,female,15+,2024,112076
population,French Guiana,GUF,female,15+,2025,114118
population,French Guiana,GUF,female,15+,2026,116228
population,French Guiana,GUF,female,15+,2027,118524
population,French Guiana,GUF,female,15+,2028,120920
population,French Guiana,GUF,female,15+,2029,123198
population,French Guiana,GUF,female,15+,2030,125565
population,French Guiana,GUF,male,15+,2024,100512
population,French Guiana,GUF,male,15+,2025,102392
population,French Guiana,GUF,male,15+,2026,104280
population,French Guiana,GUF,male,15+,2027,106302
population,French Guiana,GUF,male,15+,2028,108371
population,French Guiana,GUF,male,15+,2029,110442
population,French Guiana,GUF,male,15+,2030,112662
population,French Polynesia,PYF,female,15+,2024,113259
population,French Polynesia,PYF,female,15+,2025,114494
population,French Polynesia,PYF,female,15+,2026,115673
population,French Polynesia,PYF,female,15+,2027,116790
population,French Polynesia,PYF,female,15+,2028,117858
population,French Polynesia,PYF,female,15+,2029,118892
population,French Polynesia,PYF,female,15+,2030,119882
population,French Polynesia,PYF,male,15+,2024,114718
population,French Polynesia,PYF,male,15+,2025,115849
population,French Polynesia,PYF,male,15+,2026,116882
population,French Polynesia,PYF,male,15+,2027,117873
population,French Polynesia,PYF,male,15+,2028,118864
population,French Polynesia,PYF,male,15+,2029,119775
population,French Polynesia,PYF,male,15+,2030,120595
population,Gabon,GAB,female,15+,2024,789703
population,Gabon,GAB,female,15+,2025,810796
population,Gabon,GAB,female,15+,2026,832794
population,Gabon,GAB,female,15+,2027,855478
population,Gabon,GAB,female,15+,2028,878600
population,Gabon,GAB,female,15+,2029,902061
population,Gabon,GAB,female,15+,2030,925947
population,Gabon,GAB,male,15+,2024,822924
population,Gabon,GAB,male,15+,2025,842509
population,Gabon,GAB,male,15+,2026,862986
population,Gabon,GAB,male,15+,2027,884142
population,Gabon,GAB,male,15+,2028,905722
population,Gabon,GAB,male,15+,2029,927611
population,Gabon,GAB,male,15+,2030,949907
population,Gambia,GMB,female,15+,2024,835913
population,Gambia,GMB,female,15+,2025,861992
population,Gambia,GMB,female,15+,2026,888961
population,Gambia,GMB,female,15+,2027,916874
population,Gambia,GMB,female,15+,2028,945460
population,Gambia,GMB,female,15+,2029,974107
population,Gambia,GMB,female,15+,2030,1002469
population,Gambia,GMB,male,15+,2024,813235
population,Gambia,GMB,male,15+,2025,839073
population,Gambia,GMB,male,15+,2026,865825
population,Gambia,GMB,male,15+,2027,893542
population,Gambia,GMB,male,15+,2028,921948
population,Gambia,GMB,male,15+,2029,950417
population,Gambia,GMB,male,15+,2030,978580
population,Georgia,GEO,female,15+,2024,1649333
population,Georgia,GEO,female,15+,2025,1654317
population,Georgia,GEO,female,15+,2026,1658816
population,Georgia,GEO,female,15+,2027,1662788
population,Georgia,GEO,female,15+,2028,1667287
population,Georgia,GEO,female,15+,2029,1673046
population,Georgia,GEO,female,15+,2030,1679404
population,Georgia,GEO,male,15+,2024,1366388
population,Georgia,GEO,male,15+,2025,1372440
population,Georgia,GEO,male,15+,2026,1378370
population,Georgia,GEO,male,15+,2027,1384366
population,Georgia,GEO,male,15+,2028,1391413
population,Georgia,GEO,male,15+,2029,1399960
population,Georgia,GEO,male,15+,2030,1409187
population,Germany,DEU,female,15+,2024,37076358
population,Germany,DEU,female,15+,2025,36875691
population,Germany,DEU,female,15+,2026,36694960
population,Germany,DEU,female,15+,2027,36605099
population,Germany,DEU,female,15+,2028,36517886
population,Germany,DEU,female,15+,2029,36437527
population,Germany,DEU,female,15+,2030,36369806
population,Germany,DEU,male,15+,2024,35714532
population,Germany,DEU,male,15+,2025,35524802
population,Germany,DEU,male,15+,2026,35357149
population,Germany,DEU,male,15+,2027,35286873
population,Germany,DEU,male,15+,2028,35221052
population,Germany,DEU,male,15+,2029,35162906
population,Germany,DEU,male,15+,2030,35119220
population,Ghana,GHA,female,15+,2024,11143847
population,Ghana,GHA,female,15+,2025,11420756
population,Ghana,GHA,female,15+,2026,11704418
population,Ghana,GHA,female,15+,2027,11994042
population,Ghana,GHA,female,15+,2028,12288752
population,Ghana,GHA,female,15+,2029,12584750
population,Ghana,GHA,female,15+,2030,12881903
